tank,diet,latitude,longitude,start_density,start_biomass,start_count,start_ABW,start_ABL,mortality_p,length_mm,width_mm,area_mm2,weight_g,condition
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.60,58.20,314.69,39.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.68,54.22,300.49,41.62,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,56.33,55.29,241.63,22.72,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,58.45,55.88,256.96,25.43,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.07,58.07,330.80,50.28,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.64,62.28,385.62,53.66,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.99,53.52,331.66,61.36,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,75.11,58.38,342.46,54.68,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.12,62.40,361.13,52.53,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,76.75,58.79,362.07,58.43,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.34,59.15,355.62,50.85,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,80.28,65.19,403.63,67.01,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,85.18,61.11,403.47,80.31,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.31,56.41,306.23,46.67,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.16,69.01,431.03,64.20,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,58.88,48.22,217.99,26.01,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.10,59.10,365.66,64.06,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,55.29,304.96,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.24,59.05,334.67,48.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.85,58.79,275.45,27.35,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,75.08,57.04,347.42,54.64,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.56,58.19,361.81,62.73,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.17,59.85,344.04,48.42,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.06,57.44,352.67,61.52,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.63,60.59,380.52,65.37,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.57,53.88,300.70,45.21,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,60.16,58.23,276.78,27.77,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.89,57.01,314.71,40.17,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.46,56.85,273.46,26.79,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.23,63.20,324.57,37.25,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.52,61.39,315.04,36.04,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.33,61.63,341.85,44.74,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.97,47.72,241.61,30.41,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.50,58.45,341.48,53.35,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.01,61.12,337.34,42.23,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,57.27,56.93,257.07,23.89,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.35,52.81,285.08,37.46,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.10,59.15,332.58,40.55,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.64,56.79,328.75,51.49,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.77,65.64,405.68,63.24,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.97,54.10,309.55,44.05,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,76.81,59.44,350.74,58.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,56.46,319.86,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.34,55.63,326.46,50.85,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.83,57.42,289.86,36.57,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.02,63.03,322.30,35.21,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.43,54.09,309.59,48.94,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.41,62.26,360.84,48.90,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.95,62.29,343.90,42.12,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.53,54.60,307.95,47.12,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.60,56.15,315.55,51.40,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.90,53.84,264.30,30.30,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.53,58.14,322.15,45.14,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,57.62,326.48,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.26,53.10,268.54,32.38,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.01,66.35,365.68,42.23,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.30,52.38,284.49,40.93,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.55,50.30,275.92,43.24,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.60,50.28,250.16,29.86,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.44,55.63,287.81,32.67,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,75.67,49.29,299.96,55.94,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.97,51.22,253.60,30.40,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.91,54.30,314.77,47.89,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,62.92,54.39,269.98,31.85,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,58.79,330.39,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,64.03,363.61,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.68,54.93,294.26,41.62,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.61,57.74,295.59,34.53,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,60.90,59.95,291.33,28.83,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.30,55.96,304.57,42.77,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.27,51.11,281.62,42.72,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.62,49.32,278.48,41.51,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.06,52.55,275.14,38.68,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.10,59.15,319.41,40.55,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.84,51.25,272.54,34.91,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.98,62.19,345.58,44.08,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,64.03,357.67,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.35,63.09,318.59,32.51,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.64,54.40,290.90,39.72,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.12,64.81,328.65,35.37,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.92,53.52,325.51,52.09,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.72,52.58,313.59,53.82,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.85,56.46,268.26,27.35,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.53,59.37,348.67,49.16,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.30,41.42,217.86,35.67,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.12,61.70,346.48,46.30,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.08,59.95,304.98,33.68,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.61,34.54,170.07,34.53,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,82.07,62.67,411.13,71.68,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,80.26,66.09,399.64,66.97,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,83.54,61.19,410.23,75.68,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,82.39,62.86,407.08,72.54,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.98,58.39,348.71,52.22,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.43,63.78,369.70,48.95,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.95,59.15,278.34,27.48,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.12,61.12,348.18,46.30,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,76.80,68.13,412.22,58.53,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,81.40,61.07,393.04,69.92,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.62,57.20,324.22,47.31,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.30,64.55,363.47,48.69,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.23,62.28,372.01,50.63,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.90,65.58,388.43,52.05,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.10,64.08,345.45,40.55,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.57,72.55,425.72,49.23,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.77,62.74,386.85,60.83,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.60,66.35,364.59,39.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.94,59.85,334.59,38.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.23,66.35,385.50,50.63,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.43,70.42,403.18,44.93,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,54.13,306.82,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.76,61.53,332.95,38.16,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.68,51.40,284.90,41.62,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,57.04,323.20,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.38,50.06,267.29,32.56,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,83.62,66.18,439.02,75.90,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.43,53.62,280.04,37.59,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.37,57.04,264.96,26.67,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.62,55.11,307.81,43.37,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.80,59.18,352.52,51.83,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.69,68.01,377.22,43.52,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.55,54.49,293.32,39.57,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.74,55.55,300.33,41.73,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.73,58.69,316.84,39.88,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,54.71,308.71,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,66.51,64.58,333.38,37.73,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.38,58.20,288.91,32.56,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.41,63.38,383.59,59.97,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.49,59.95,307.40,35.99,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.77,54.22,284.18,36.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.10,65.49,348.08,40.55,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.38,59.37,298.13,32.56,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.70,53.52,263.28,30.00,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.97,55.88,272.83,30.40,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.62,27.95,149.58,41.51,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.37,54.93,254.34,26.67,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.60,62.19,371.42,53.57,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,86.07,62.07,419.33,82.91,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.35,67.35,387.30,50.88,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.67,62.60,379.29,60.58,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,82.68,64.27,427.63,73.32,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.60,62.28,331.72,39.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.26,57.74,313.09,42.71,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.78,54.51,259.89,27.24,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.97,61.70,306.50,30.40,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.94,61.12,354.51,52.13,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,62.67,59.95,296.66,31.47,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.76,59.73,343.98,51.74,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.53,55.68,319.82,51.26,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.15,64.96,400.15,64.17,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.43,67.60,381.34,44.93,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.64,64.03,379.45,53.66,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,76.83,54.93,336.48,58.61,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.16,63.48,324.47,35.44,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.45,60.04,324.86,39.39,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.12,60.53,338.63,46.30,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,76.18,62.08,371.75,57.10,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.95,66.26,383.41,52.16,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.74,63.38,398.00,65.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.77,50.00,257.93,36.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,62.11,60.52,295.70,30.61,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.43,64.08,357.69,44.93,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,59.95,336.13,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,56.21,49.43,219.58,22.58,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,44.36,43.65,157.80,10.96,0.73
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.19,60.56,315.94,35.49,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,75.61,60.23,374.45,55.81,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,51.22,278.40,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.60,57.62,315.61,39.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.77,56.33,292.27,36.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,59.95,59.85,288.75,27.48,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,67.93,55.57,311.31,40.23,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.85,66.31,390.80,49.81,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.97,54.71,275.31,30.40,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.68,62.67,358.40,41.62,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.77,68.26,372.73,43.66,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,60.53,50.70,247.35,28.30,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.14,58.70,330.17,46.34,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,62.87,52.21,265.28,31.78,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.21,57.90,367.77,61.88,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.18,55.83,327.87,48.43,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.71,64.61,360.47,43.56,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.12,70.90,414.56,52.52,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,50.64,39.43,160.54,16.41,0.73
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.46,57.95,317.30,43.07,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.92,62.67,367.46,52.09,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,63.38,57.62,291.00,32.56,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.51,56.37,324.82,49.12,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.01,61.12,330.58,42.23,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,58.18,57.88,267.09,25.08,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.42,62.28,347.79,44.91,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.45,54.09,297.52,43.06,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,57.62,52.11,237.58,24.35,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.58,59.81,344.92,51.35,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,52.05,43.37,176.84,17.85,0.73
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.25,56.28,286.27,33.95,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,61.87,55.94,274.42,30.26,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,39.40,22.61,68.28,7.63,0.72
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,60.56,57.04,286.84,28.34,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,51.39,41.48,171.08,17.16,0.73
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.25,64.51,386.28,59.59,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,81.37,65.12,414.95,69.82,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.81,62.88,346.95,45.69,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.64,59.95,361.68,53.66,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.26,60.98,354.72,52.83,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.95,58.75,346.13,54.33,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.10,57.74,314.08,40.55,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.46,65.11,414.97,64.95,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.94,59.95,360.78,52.13,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,64.13,39.83,192.92,33.76,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.77,62.67,335.10,36.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,79.74,72.53,451.94,65.65,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,77.11,62.91,394.70,59.26,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.18,60.72,342.48,44.46,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.77,65.49,344.33,36.47,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.01,58.45,333.75,46.08,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.08,64.33,351.66,40.51,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.64,57.19,327.99,47.34,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.31,57.18,335.80,52.93,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,83.81,66.19,437.55,76.44,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,69.95,60.73,335.99,44.01,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.66,54.60,333.18,62.96,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.84,65.52,381.64,49.81,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,78.58,57.04,349.70,62.77,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.53,64.61,375.99,49.16,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,65.19,62.67,330.06,35.49,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.02,56.79,325.86,52.31,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,71.01,58.45,330.21,46.08,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.76,58.45,339.18,49.63,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,57.62,54.93,250.16,24.35,0.74
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,84.55,63.66,421.71,78.50,0.76
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,68.31,56.41,317.54,40.94,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,74.50,57.74,358.02,53.35,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.23,53.00,314.53,48.53,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,73.34,57.04,334.14,50.85,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,70.26,62.47,341.81,44.62,0.75
E02,ulva,-34.63,135.93,4.46,232.18,9536,18.83,52.97,24.60,72.97,53.33,307.83,50.07,0.75
