tank,diet,latitude,longitude,start_density,start_biomass,start_count,start_ABW,start_ABL,mortality_p,length_mm,width_mm,area_mm2,weight_g,condition
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.78,61.40,343.75,45.63,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.41,64.08,390.48,59.97,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.70,57.04,281.08,30.00,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.61,60.56,306.37,34.53,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.63,60.59,366.34,60.49,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.86,56.21,260.28,25.98,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.26,56.02,312.15,46.58,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.50,38.03,215.67,53.35,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.20,57.97,300.55,35.50,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,59.95,46.48,224.11,27.48,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.12,57.62,319.41,46.30,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.47,58.37,294.10,31.16,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.21,52.04,262.17,33.89,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.42,53.50,308.46,53.17,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,82.34,57.39,371.46,72.42,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.37,58.46,293.52,32.56,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.36,58.08,343.12,53.04,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.49,57.04,292.01,35.99,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.76,62.67,359.23,49.63,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.78,55.66,294.57,38.19,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.92,60.52,297.27,33.42,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.01,66.35,368.04,42.23,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.02,53.72,338.42,66.35,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.50,58.45,355.25,53.35,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.79,39.43,182.43,25.88,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.30,59.04,340.97,48.69,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.80,58.55,341.83,49.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,82.78,61.19,399.15,73.59,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,81.24,68.81,440.21,69.48,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.35,61.97,338.36,42.87,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.82,63.69,375.33,54.05,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,78.17,62.12,381.42,61.78,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.97,56.36,312.07,46.00,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.18,59.05,329.80,42.55,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.21,60.15,374.14,66.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.90,62.95,346.89,40.19,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.21,56.84,262.83,25.11,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.93,62.01,381.56,61.21,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.50,53.07,304.04,49.10,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,82.79,52.53,336.46,73.63,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.26,57.74,318.57,42.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.60,61.72,358.02,51.40,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.90,57.04,304.08,38.40,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.34,52.93,253.66,29.47,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.87,56.74,275.16,31.77,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.60,55.88,315.12,39.65,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,83.07,57.28,340.31,74.40,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.08,66.19,395.09,54.64,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.90,55.29,294.98,38.40,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.98,59.79,317.23,40.34,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.73,54.50,348.40,68.17,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.14,55.57,315.92,48.35,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.41,58.67,364.57,64.82,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.03,54.55,272.01,33.59,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.59,52.89,315.27,58.04,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.56,62.96,348.67,41.40,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.24,60.08,345.95,48.55,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,82.07,57.04,382.05,71.68,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.83,50.06,284.86,47.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.72,51.07,277.15,39.87,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.51,63.80,365.02,49.11,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.76,57.96,356.44,60.80,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.70,54.93,268.58,30.00,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.38,65.39,354.20,42.92,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.77,54.93,283.87,36.47,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.77,60.88,297.97,31.61,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,82.65,57.04,383.96,73.25,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.60,64.75,354.82,43.33,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.30,57.62,316.19,40.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.90,60.53,322.13,38.40,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.68,43.66,247.46,41.62,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.34,57.14,305.49,40.99,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.09,65.06,384.39,54.64,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.03,55.99,311.76,42.26,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.56,61.81,328.01,37.81,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.65,59.77,356.66,51.52,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.78,58.56,362.16,60.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.85,62.68,342.30,43.81,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.82,60.12,347.32,49.77,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.02,61.20,382.85,66.35,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.54,61.75,327.24,41.36,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.34,62.30,324.18,34.09,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.10,61.15,307.52,33.71,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.19,60.53,322.42,37.18,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.01,61.70,334.57,42.23,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.62,57.89,284.79,31.39,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.15,60.90,346.27,50.45,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.54,55.11,315.29,47.14,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.75,61.70,374.35,58.43,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,56.33,334.88,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,87.66,54.19,383.18,87.65,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,83.41,57.32,379.04,75.32,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,83.21,67.24,453.60,74.77,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,55.63,322.95,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.13,62.03,316.48,35.38,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,83.23,53.52,365.31,74.83,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.84,54.40,279.67,36.59,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.19,56.53,294.63,37.18,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.42,58.20,325.25,44.91,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.12,57.62,327.26,46.30,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.45,51.80,240.71,25.43,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,57.04,54.22,247.29,23.61,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.38,49.47,260.35,32.56,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,57.74,56.46,264.63,24.50,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.92,62.67,364.84,52.09,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.85,51.40,287.21,43.81,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.59,66.19,381.83,47.24,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.07,59.98,348.57,50.29,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.36,57.71,334.02,53.03,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.58,66.95,363.94,39.62,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.20,61.84,382.26,64.31,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.26,57.74,319.26,42.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,59.77,58.51,273.73,27.23,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.52,67.66,365.11,43.19,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.09,61.17,360.17,54.65,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.19,53.26,320.04,52.67,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.75,51.17,327.58,68.23,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,77.17,61.89,377.18,59.41,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,60.56,54.13,263.01,28.34,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,59.15,54.13,251.37,26.37,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.67,56.12,351.56,65.48,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,60.53,50.00,244.22,28.30,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.00,40.56,200.77,31.98,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.51,58.39,335.60,51.21,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.36,53.58,333.03,64.69,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.86,54.22,276.70,31.76,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.09,55.74,307.89,44.28,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.48,53.92,298.95,45.04,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.19,40.14,206.82,35.49,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.63,58.80,376.19,67.91,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.35,61.00,361.66,55.22,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.60,57.11,323.24,47.26,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,57.74,55.88,252.82,24.50,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,94.15,60.93,441.59,109.01,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.36,61.02,348.47,50.90,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.52,57.74,302.73,39.50,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.10,60.56,326.87,40.55,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.88,60.53,358.73,56.43,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.64,64.09,378.67,58.16,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.88,61.24,321.99,38.37,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.52,60.03,385.27,65.10,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.94,57.04,299.77,38.47,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.53,56.35,332.19,51.26,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.16,50.64,285.65,44.41,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,81.49,57.74,377.32,70.14,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.46,56.25,274.53,29.65,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.26,57.01,356.50,64.46,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.78,59.95,304.84,34.82,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,79.46,58.58,364.80,64.95,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,60.95,51.74,248.87,28.90,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.76,57.09,336.76,56.16,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.84,57.71,316.15,45.75,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.35,57.65,330.25,53.02,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.15,63.93,363.28,44.39,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,50.70,296.00,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.57,60.10,288.26,29.81,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.57,64.89,356.99,41.42,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,55.63,44.82,195.59,21.87,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.22,51.36,239.81,25.13,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.83,71.01,398.59,47.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.95,64.60,393.57,58.89,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.31,63.09,337.38,39.13,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.30,60.53,326.13,40.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.37,58.13,311.56,39.24,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.93,64.73,355.78,45.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.33,57.69,274.81,25.27,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,64.50,61.91,313.91,34.35,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.83,61.26,377.28,58.61,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.14,53.93,305.12,46.34,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,74.65,60.80,358.61,53.68,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,81.75,60.94,382.51,70.83,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.62,56.57,323.89,51.44,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.74,67.40,369.06,43.61,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,63.38,362.22,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.08,65.49,381.07,54.64,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.41,53.35,263.46,31.07,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.72,48.99,226.57,25.80,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.01,59.85,332.17,46.08,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,44.99,44.18,160.65,11.43,0.73
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.86,56.33,290.04,31.76,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.36,58.03,322.28,44.80,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.85,58.25,316.58,41.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.45,61.48,350.97,46.95,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.60,61.70,329.86,39.65,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.65,62.12,314.57,33.00,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.01,56.33,313.85,46.08,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,62.40,61.64,301.04,31.05,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.52,50.70,268.99,39.50,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.01,56.46,310.00,42.23,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.94,56.99,316.82,45.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,69.91,56.51,306.05,43.93,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,59.85,59.37,278.87,27.35,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.87,62.19,326.09,38.37,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.82,60.96,339.49,45.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.95,64.95,338.12,38.49,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.12,60.53,334.76,46.30,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.36,46.64,253.07,41.02,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.68,60.64,340.60,45.43,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,72.76,56.33,322.91,49.63,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,63.41,58.63,290.22,32.61,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.95,61.30,312.54,36.77,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.63,52.74,320.10,58.13,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,85.17,53.85,361.91,80.29,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,50.49,46.97,186.73,16.26,0.73
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.27,57.06,339.96,55.05,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.90,53.81,299.34,45.87,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.12,33.10,161.83,29.14,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,59.95,58.45,282.19,27.48,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.10,54.16,245.06,24.97,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,55.07,46.42,198.78,21.20,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,84.98,56.33,354.33,79.73,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.19,61.97,321.66,35.49,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,1.48,0.73,0.04,0.00,0.59
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,65.74,53.67,273.93,36.42,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,61.26,355.91,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,80.97,68.19,436.81,68.78,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.45,68.69,383.51,46.95,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.19,54.13,291.13,37.18,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.24,46.66,221.20,29.33,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.11,53.50,276.84,37.04,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,52.27,50.31,209.05,18.08,0.73
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.52,53.47,273.58,37.74,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.19,48.89,263.32,37.18,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,75.35,58.79,354.94,55.22,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,95.21,65.67,483.56,112.81,0.76
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,60.53,54.22,261.41,28.30,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,73.34,59.15,332.71,50.85,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,61.12,60.56,295.70,29.14,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.88,50.91,282.56,45.82,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,70.93,61.10,348.65,45.92,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,68.64,68.03,362.16,41.54,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,71.83,69.85,392.90,47.71,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,66.78,55.55,295.04,38.21,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,76.25,57.04,348.79,57.26,0.75
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,58.57,57.27,263.71,25.59,0.74
E07,wakame,-34.63,135.93,4.36,226.92,9528,22.75,56.35,24.54,67.00,56.86,297.36,38.58,0.75
